watershed,year,month,flow,diversion,prop_diversion,avg_temp
N.Delta,1946,1,15940.6943359375,118.3008181189,0.007421309,7.210797491
N.Delta,1946,2,36061.2497558594,118.3030360821,0.0032806139,10.9423115079
N.Delta,1946,3,30101.7023925781,152.9139253317,0.0050799095,13.4420250896
N.Delta,1946,4,28047.5048828125,883.0513960208,0.0314841338,18.4722685185
N.Delta,1946,5,23861.8435058594,3806.0061828985,0.1595017662,20.4092741935
N.Delta,1946,6,13286.1823730469,5436.0359132698,0.4091495782,22.6077777778
N.Delta,1946,7,8853.3803710938,8171.2622878284,0.9229539391,24.9470430108
N.Delta,1946,8,7431.9075927734,4901.4988176411,0.6595209583,24.3472670251
N.Delta,1946,9,6333.8664245606,3273.1175924323,0.5167645437,20.7318055556
N.Delta,1946,10,8252.6818847656,880.5916229824,0.1067036916,17.0405913978
N.Delta,1946,11,45345.7900390625,120.2993886403,0.002652934,13.1581481481
N.Delta,1946,12,64983.1635742188,120.2981772131,0.0018512207,9.0941308244
N.Delta,1947,1,67670.724609375,120.2981335912,0.0017776983,7.7123655914
N.Delta,1947,2,51059.3940429688,116.1502938933,0.0022748075,8.8743551587
N.Delta,1947,3,30744.9692382812,186.2470473351,0.0060578056,12.5754032258
N.Delta,1947,4,32080.31640625,1427.561326449,0.0444996024,17.3544907407
N.Delta,1947,5,18711.5209960937,2878.9008281599,0.1538571252,19.8371863799
N.Delta,1947,6,12103.4523925781,5410.5827133469,0.4470280493,22.1391203704
N.Delta,1947,7,12765.2741699219,7529.2420000492,0.5898221926,23.9821684588
N.Delta,1947,8,8641.3278808594,4960.8805523887,0.5740877584,23.7052867384
N.Delta,1947,9,6604.3047485352,3758.8216440645,0.5691472134,21.5164814815
N.Delta,1947,10,9211.04296875,220.1355927521,0.0238990952,15.7741487455
N.Delta,1947,11,17181.526184082,155.3850098383,0.0090437257,11.83375
N.Delta,1947,12,42592.3168945312,122.0691466735,0.0028659898,7.654390681
N.Delta,1948,1,127706.876953125,122.0691466735,0.0009558541,8.715188172
N.Delta,1948,2,104224.49609375,122.0688492487,0.0011712107,9.5208333333
N.Delta,1948,3,74083.494140625,142.0141730603,0.0019169476,12.0464157706
N.Delta,1948,4,118460.15625,833.1590318405,0.0070332427,10.4971296296
N.Delta,1948,5,57701.69140625,3527.1154338007,0.0611267252,14.2421594982
N.Delta,1948,6,24613.1496582031,5324.3441090499,0.2163211203,21.4043518519
N.Delta,1948,7,14583.0925292969,5788.9207146148,0.396961118,22.919578853
N.Delta,1948,8,10244.4836425781,5459.3200834517,0.5329033921,18.8891577061
N.Delta,1948,9,8903.9342041016,3088.6846340107,0.3468898762,18.3397222222
N.Delta,1948,10,9697.1806640625,2367.6054694479,0.2441540022,16.9051075269
N.Delta,1948,11,13891.6794433594,239.195417983,0.0172186105,11.6971759259
N.Delta,1948,12,42629.5170898438,123.8432695088,0.0029051061,7.6594982079
N.Delta,1949,1,111901.690429688,123.8431812958,0.0011067141,9.2887992832
N.Delta,1949,2,22780.87890625,157.3355547551,0.0069064743,10.7150297619
N.Delta,1949,3,29281.9321289062,692.193981727,0.023638945,13.7706541219
N.Delta,1949,4,31419.2587890625,825.0516107094,0.0262594231,18.5439351852
N.Delta,1949,5,25136.2055664062,2435.2690736832,0.0968829232,18.9341397849
N.Delta,1949,6,12442.4768066406,5018.1014435683,0.4033040625,21.3416203704
N.Delta,1949,7,12517.0295410156,5493.109465746,0.4388508829,25.2176523297
N.Delta,1949,8,8254.0437011719,5391.3051158975,0.6531713801,23.1795698925
N.Delta,1949,9,7709.6552734375,2648.5580241051,0.3435378016,21.8813888889
N.Delta,1949,10,7952.6586914063,2122.4034428078,0.2668797348,16.2534946237
N.Delta,1949,11,15574.6138916016,253.6157522418,0.0162839191,12.7050462963
N.Delta,1949,12,12141.6296386719,164.255437992,0.013528286,8.6511648746
N.Delta,1950,1,37688.7504882812,133.543294954,0.0035433198,8.7431451613
N.Delta,1950,2,46910.6076660156,128.7099269436,0.0027437276,11.0780257937
N.Delta,1950,3,41323.8149414063,147.3980183207,0.0035669025,13.8622759857
N.Delta,1950,4,41832.5571289063,863.2886429746,0.0206367648,19.6222222222
N.Delta,1950,5,23864.6276855469,3427.9930714642,0.1436432664,20.6214605735
N.Delta,1950,6,11840.5012207031,5562.9054692614,0.4698201001,22.474212963
N.Delta,1950,7,12020.6318359375,6593.336556029,0.5485016633,24.7448924731
N.Delta,1950,8,8186.408203125,5001.4934928486,0.6109509041,23.063172043
N.Delta,1950,9,6955.1342773438,2394.699478993,0.3443067213,21.03125
N.Delta,1950,10,7463.4731445313,2342.0660681013,0.3138037778,15.8515681004
N.Delta,1950,11,18633.6844482422,170.4052533617,0.0091450112,11.3765277778
N.Delta,1950,12,20171.6684570312,127.3975068826,0.0063156653,7.7410394265
N.Delta,1951,1,21639.4234619141,127.3957775187,0.0058872076,7.2578405018
N.Delta,1951,2,19722.3551025391,123.1398493339,0.0062436686,10.6248511905
N.Delta,1951,3,12902.2450561523,705.4786257087,0.0546787495,14.721281362
N.Delta,1951,4,21016.4384765625,300.5905812087,0.0143026413,16.8221759259
N.Delta,1951,5,14329.3811035156,3403.6730965701,0.237531061,19.6628136201
N.Delta,1951,6,20640.2272949219,4951.2341491158,0.2398827338,22.6000462963
N.Delta,1951,7,15502.2885742188,5965.3992153066,0.3848076487,23.6125448029
N.Delta,1951,8,16361.2341308594,5686.2466885935,0.3475438737,24.3348566308
N.Delta,1951,9,13921.755859375,3191.1144728137,0.229217816,22.2843518519
N.Delta,1951,10,7673.8259277344,1457.9843716055,0.1899944546,16.9297491039
N.Delta,1951,11,7770.34765625,257.214206142,0.0331020203,11.8776388889
N.Delta,1951,12,85406.1220703125,129.8090699598,0.0015199036,8.7946236559
N.Delta,1952,1,216398.486328125,129.1740647864,0.0005969268,8.3876792115
N.Delta,1952,2,109318.115234375,129.1732171377,0.0011816268,8.4593390805
N.Delta,1952,3,60449.576171875,175.7158124318,0.0029068163,10.6620967742
N.Delta,1952,4,44597.1923828125,841.7756544815,0.0188750818,15.2887962963
N.Delta,1952,5,44963.3818359375,3514.6601671595,0.0781671668,13.4240143369
N.Delta,1952,6,20863.2201385498,5235.7946051313,0.2509581249,16.6724074074
N.Delta,1952,7,13508.6154785156,5728.2598399522,0.4240449252,19.752688172
N.Delta,1952,8,9640.3620605469,5777.2356120489,0.5992757923,18.8765232975
N.Delta,1952,9,8384.9211425781,2422.9485552523,0.2889649782,18.5798148148
N.Delta,1952,10,9869.6501464844,1909.1241866469,0.1934338257,15.9422043011
N.Delta,1952,11,10054.7985839844,317.8465467524,0.0316114285,11.9241666667
N.Delta,1952,12,7424.5515136719,459.3523199753,0.0618693694,8.2675179211
N.Delta,1953,1,16957.479675293,136.1429990598,0.0080284925,8.2889784946
N.Delta,1953,2,30234.3464355469,131.079942046,0.0043354647,11.1482638889
N.Delta,1953,3,35178.701171875,178.23802281,0.0050666459,14.3702508961
N.Delta,1953,4,29481.3842773437,1057.9667184689,0.0358859241,17.9113425926
N.Delta,1953,5,20724.8237304687,2390.8149755708,0.1153599667,19.7768369176
N.Delta,1953,6,13660.2077636719,5436.6818971252,0.3979940855,23.6144907407
N.Delta,1953,7,11099.2338867188,7176.1026011804,0.6465403535,24.8092741935
N.Delta,1953,8,8670.6228027344,6110.0869510462,0.7046883586,23.824327957
N.Delta,1953,9,6669.9311523438,3226.0221543562,0.4836664848,21.178287037
N.Delta,1953,10,10358.123046875,928.4853483651,0.0896383779,15.7875448029
N.Delta,1953,11,8779.4233398438,370.2096637517,0.0421678793,12.3913425926
N.Delta,1953,12,20781.4587402344,133.6707308501,0.0064322112,8.1050179211
N.Delta,1954,1,46969.9409179688,132.7306199343,0.002825863,8.1903225806
N.Delta,1954,2,155977.873535156,132.728168421,0.0008509423,11.9267857143
N.Delta,1954,3,92459.087890625,132.9208645052,0.0014376182,11.8900089606
N.Delta,1954,4,95294.169921875,247.4624478998,0.0025968267,13.139212963
N.Delta,1954,5,61621.7060546875,3448.8226471349,0.0559676593,15.1161738351
N.Delta,1954,6,25074.275390625,4681.8064731383,0.1867175183,17.4351388889
N.Delta,1954,7,14437.8831176758,5160.8668628457,0.3574531544,19.891890681
N.Delta,1954,8,11670.0274658203,6772.9363491964,0.580370215,20.1267473118
N.Delta,1954,9,14398.7743530273,3238.5101605188,0.2249156825,19.0310648148
N.Delta,1954,10,8718.7758789063,2128.2021008184,0.2440941401,18.1950716846
N.Delta,1954,11,11021.3056640625,550.086481501,0.04991119,13.0565740741
N.Delta,1954,12,7017.4488525391,183.5057399266,0.026149922,9.3389336918
N.Delta,1955,1,30848.5322265625,136.0699440976,0.004410905,9.6224910394
N.Delta,1955,2,60106.5639648438,129.8723373828,0.0021607014,11.4153769841
N.Delta,1955,3,31305.142578125,670.8392998267,0.0214290447,16.7051075269
N.Delta,1955,4,20043.0358886719,2827.6160429734,0.1410772329,20.4007407407
N.Delta,1955,5,14687.0703125,2844.0627688955,0.1936439813,20.5569892473
N.Delta,1955,6,11353.9150390625,6147.062935283,0.5414046973,24.0106018519
N.Delta,1955,7,10531.1372070313,6231.131071546,0.5916864389,26.1943996416
N.Delta,1955,8,8365.3459472656,5065.0515096079,0.6054802206,24.8930107527
N.Delta,1955,9,7398.3782958984,3752.2516680353,0.5071721826,22.1434259259
N.Delta,1955,10,8795.5148925781,710.8834113946,0.0808233992,18.2745967742
N.Delta,1955,11,7852.0288085938,486.1962725463,0.0619198279,12.8064814815
N.Delta,1955,12,8289.7818603516,174.7416968317,0.0210791671,9.0047491039
N.Delta,1956,1,18375.8489990234,138.0759131752,0.0075139882,8.6326612903
N.Delta,1956,2,26066.1198730469,136.3894527008,0.0052324417,11.6222701149
N.Delta,1956,3,33213.5100097656,199.926717197,0.0060194396,15.3997759857
N.Delta,1956,4,23495.1379394531,2152.0894446977,0.0915972254,18.9127777778
N.Delta,1956,5,15524.7019042969,3085.4964107573,0.1987475463,20.1539426523
N.Delta,1956,6,11264.9204101563,6234.2546967242,0.5534219923,24.6896759259
N.Delta,1956,7,8813.6674804688,5713.7253350396,0.6482801113,25.9355286738
N.Delta,1956,8,7791.2382202148,6022.8127322929,0.7730238201,24.7909498208
N.Delta,1956,9,6651.0855712891,3140.0072547844,0.4721044739,22.3800925926
N.Delta,1956,10,6939.4086914063,1643.8799024606,0.2368904867,16.6991935484
N.Delta,1956,11,12386.6518554688,151.5000083838,0.0122309087,12.2974537037
N.Delta,1956,12,18134.6104736328,167.3363027086,0.009227455,7.9480286738
N.Delta,1957,1,17958.6697692871,139.4123508716,0.0077629553,7.3340053763
N.Delta,1957,2,17180.8497886658,167.4761908073,0.0097478409,11.698015873
N.Delta,1957,3,27575.3974609375,185.6527781816,0.0067325513,14.1769265233
N.Delta,1957,4,15355.3425292969,1081.1143477442,0.0704063974,18.619212963
N.Delta,1957,5,11729.1528320313,3529.9244791528,0.3009530637,19.4130824373
N.Delta,1957,6,11742.6416320801,4944.2979563671,0.4210549986,24.085787037
N.Delta,1957,7,7611.9715576172,7143.1947446912,0.9384158481,26.1046146953
N.Delta,1957,8,10521.5588378906,5123.9783983817,0.4869980273,25.0167114695
N.Delta,1957,9,6129.5317382813,2617.0860644172,0.4269634576,22.2967592593
N.Delta,1957,10,6877.0124511719,1655.3092142674,0.2407017911,19.8122311828
N.Delta,1957,11,8172.7131347656,329.9649925647,0.0403739844,13.93625
N.Delta,1957,12,15652.4560546875,151.8921145729,0.0097040435,7.708109319
N.Delta,1958,1,9448.6942138672,176.3867455283,0.0186678436,6.6506272401
N.Delta,1958,2,41618.9091796875,139.4118095798,0.0033497228,9.3203373016
N.Delta,1958,3,31474.4946289062,140.1348682568,0.004452331,13.261155914
N.Delta,1958,4,43637.57421875,929.4219413566,0.0212986619,20.3396759259
N.Delta,1958,5,26626.353515625,3563.5034529196,0.1338337017,19.8983870968
N.Delta,1958,6,11465.2165527344,5388.0082813523,0.4699438739,22.4150925926
N.Delta,1958,7,8714.1462402344,5888.9378793082,0.6757905728,24.4588261649
N.Delta,1958,8,7813.4281005859,6013.3338948185,0.7696153106,23.6943548387
N.Delta,1958,9,6343.8106079102,2392.0166570435,0.3770630627,21.7790277778
N.Delta,1958,10,23535.7840576172,1408.7411452371,0.0598552885,15.6430555556
N.Delta,1958,11,18130.8732910156,238.194340139,0.0131374996,12.9224537037
N.Delta,1958,12,20638.7392578125,152.4752320434,0.0073878172,8.3537634409
N.Delta,1959,1,22991.8494873047,156.4734748771,0.0068056063,7.6239247312
N.Delta,1959,2,39273.7578125,135.9920541969,0.0034626698,12.502827381
N.Delta,1959,3,34670.6254882812,141.8402818354,0.0040910794,14.9387544803
N.Delta,1959,4,58949.3344726563,152.5331963021,0.0025875304,15.903287037
N.Delta,1959,5,36008.6538085937,1044.8016748654,0.0290152939,17.125
N.Delta,1959,6,17421.6282958984,5092.5875202699,0.2923140957,17.5365740741
N.Delta,1959,7,12723.2021484375,5395.402110839,0.4240600792,19.697625448
N.Delta,1959,8,9271.7355957031,5521.5189907863,0.5955216188,19.6281810036
N.Delta,1959,9,8458.7592773438,3224.5650445413,0.3812101679,18.8700925926
N.Delta,1959,10,10655.5192871094,394.875231602,0.0370582813,16.70640681
N.Delta,1959,11,23077.6064453125,142.0877098015,0.0061569518,11.8034259259
N.Delta,1959,12,14097.7734375,181.8861596034,0.012901765,8.6671594982
N.Delta,1960,1,22330.3427734375,142.0915824522,0.0063631617,8.569937276
N.Delta,1960,2,13676.1767654419,208.4542350872,0.0152421425,11.3277298851
N.Delta,1960,3,12711.1360473633,702.1281576173,0.0552372467,14.4464605735
N.Delta,1960,4,15745.3884277344,2181.5842988828,0.1385538571,18.441712963
N.Delta,1960,5,13974.0986328125,3403.6075513514,0.243565445,19.5036290323
N.Delta,1960,6,11639.9963378906,4405.0859718326,0.3784439311,22.3148148148
N.Delta,1960,7,8397.9077148438,6072.5451437534,0.7231021523,24.4529569892
N.Delta,1960,8,7676.5732421875,5066.9294902459,0.6600509538,24.2707885305
N.Delta,1960,9,6411.8334960938,2630.4205039981,0.410244668,20.9244444444
N.Delta,1960,10,8734.5771484375,666.3356523286,0.0762871105,17.6616487455
N.Delta,1960,11,10667.3908691406,159.821924731,0.0149822882,11.48875
N.Delta,1960,12,72559.5263671875,143.4166377546,0.0019765377,8.8525089606
N.Delta,1961,1,129069.420410156,143.4193587885,0.00111118,7.7709677419
N.Delta,1961,2,35115.4038085937,164.590846447,0.0046871409,8.9989087302
N.Delta,1961,3,27625.9416503906,676.9159627798,0.02450291,13.496953405
N.Delta,1961,4,40925.0302734375,260.4703115174,0.0063645722,16.8276851852
N.Delta,1961,5,28010.2983398437,3558.1540262663,0.1270302081,20.0127688172
N.Delta,1961,6,21233.4688720703,4532.5757723339,0.2134637444,15.9531481481
N.Delta,1961,7,13396.6096191406,5929.9408339826,0.4426448932,17.7418010753
N.Delta,1961,8,9609.1977539063,4646.8971475368,0.4835884604,18.8226702509
N.Delta,1961,9,7301.9205322266,3030.6525382877,0.4150486882,18.0968981481
N.Delta,1961,10,7255.4685058594,1382.6323643939,0.1905641742,17.3141577061
N.Delta,1961,11,26094.5649414062,226.7227336228,0.0086885041,13.040787037
N.Delta,1961,12,22378.5277709961,144.7474433857,0.0064681397,9.2122759857
N.Delta,1962,1,32150.6743164062,144.748495157,0.0045021916,9.3777329749
N.Delta,1962,2,30731.9150390625,157.008882129,0.0051089846,10.7645833333
N.Delta,1962,3,32976.9025878906,247.5218655738,0.0075059161,15.0340053763
N.Delta,1962,4,23631.73828125,2238.3634846694,0.0947185289,19.6317592593
N.Delta,1962,5,19418.3908691406,3839.0538464397,0.1977019554,21.047625448
N.Delta,1962,6,10984.4025878906,5979.390554157,0.5443528227,22.8386111111
N.Delta,1962,7,9071.6176757813,6206.3848200803,0.6841541434,24.2956989247
N.Delta,1962,8,7616.158203125,5211.9683101246,0.6843303633,24.7788082437
N.Delta,1962,9,6870.6258544922,3733.3340822753,0.5433761292,21.5143981481
N.Delta,1962,10,8584.1477050781,1036.0049590067,0.1206881562,16.8301075269
N.Delta,1962,11,21006.4381790161,187.9227713672,0.0089459607,12.1665740741
N.Delta,1962,12,28673.7982788086,146.0772243882,0.0050944497,8.507078853
N.Delta,1963,1,93508.9428710938,146.0772243882,0.0015621738,8.117562724
N.Delta,1963,2,30378.5463867188,141.0444947214,0.0046428981,10.1831845238
N.Delta,1963,3,48689.6860351563,146.9555260542,0.0030182065,12.296953405
N.Delta,1963,4,52292.9619140625,150.5344463495,0.0028786751,14.8927777778
N.Delta,1963,5,77858.5625,1462.5371896501,0.0187845388,13.0483870968
N.Delta,1963,6,39454.6274414063,3643.6395460893,0.0923501192,16.1371296296
N.Delta,1963,7,18995.4110107422,7003.4744245453,0.3686929659,18.1689964158
N.Delta,1963,8,11806.4262695313,5478.2495612383,0.4640057403,18.9606182796
N.Delta,1963,9,10430.0560302734,3788.2091815252,0.3632012302,19.2840740741
N.Delta,1963,10,10947.900390625,1356.208358509,0.1238783977,16.522311828
N.Delta,1963,11,12889.4028320313,246.7375531562,0.0191426675,12.9646759259
N.Delta,1963,12,11452.0634765625,175.3544509855,0.0153120397,8.085797491
N.Delta,1964,1,38690.001953125,147.4083654229,0.003809986,8.2968637993
N.Delta,1964,2,60760.32421875,148.8174389309,0.0024492535,11.4204501916
N.Delta,1964,3,36263.8505859375,191.6616411512,0.0052851983,14.9186379928
N.Delta,1964,4,22359.1396484375,2265.4431195556,0.1013206749,18.9726851852
N.Delta,1964,5,15007.1892089844,2444.8350928128,0.1629109261,20.3745967742
N.Delta,1964,6,11222.7307128906,6225.09963133,0.5546867149,23.7534259259
N.Delta,1964,7,10529.9213867188,6857.513628807,0.6512407241,25.0905913978
N.Delta,1964,8,8235.8337402344,5006.7768779635,0.607925929,23.4575268817
N.Delta,1964,9,6513.8604736328,3066.1083108313,0.4707052482,21.7966666667
N.Delta,1964,10,10012.7312011719,282.7458754353,0.0282386364,16.5731630824
N.Delta,1964,11,10808.5344238281,167.8401686851,0.0155284854,11.9642592593
N.Delta,1964,12,27922.016204834,148.7336989357,0.0053267535,8.0020609319
N.Delta,1965,1,154223.869140625,148.7336989357,0.0009644013,8.2563620072
N.Delta,1965,2,152302.875,148.7325352364,0.0009765576,7.798859127
N.Delta,1965,3,97680.515625,156.9973771437,0.0016072538,10.2646057348
N.Delta,1965,4,129406.421875,812.259115779,0.0062768069,9.2429166667
N.Delta,1965,5,70835.798828125,3518.9296331925,0.0496772775,13.6512992832
N.Delta,1965,6,38316.119140625,5323.555869632,0.1389377627,15.5372222222
N.Delta,1965,7,16771.6227264404,5687.5293337663,0.3391162219,18.9250896057
N.Delta,1965,8,11177.7116699219,5263.6177873985,0.4709029847,19.4094086022
N.Delta,1965,9,9762.6530151367,4146.8495262099,0.4247666613,18.9883333333
N.Delta,1965,10,10031.4385986328,1459.075080649,0.1454502329,15.5676075269
N.Delta,1965,11,10101.7109375,379.3845184717,0.0375564616,12.4774537037
N.Delta,1965,12,52437.2915039063,150.0799205278,0.0028620838,9.547983871
N.Delta,1966,1,237371.294921875,150.0573757876,0.0006321631,10.0612455197
N.Delta,1966,2,94888.5908203125,150.1639185844,0.0015825287,10.5923115079
N.Delta,1966,3,39907.8276367187,198.4506411197,0.0049727247,12.7231182796
N.Delta,1966,4,25566.2758789062,967.5228083155,0.0378437131,17.0772685185
N.Delta,1966,5,19084.177734375,3469.6100666522,0.1818055834,19.4873655914
N.Delta,1966,6,13016.5,5585.8125895126,0.4291332224,22.6921296296
N.Delta,1966,7,14450.9455566406,6623.8257846404,0.4583662542,24.5678315412
N.Delta,1966,8,9477.6796875,5860.7657191585,0.6183755848,20.6512544803
N.Delta,1966,9,7763.9916381836,3176.0099643858,0.409069215,19.2025
N.Delta,1966,10,10101.7736816406,271.3425796983,0.0268608849,16.6303763441
N.Delta,1966,11,38926.6727294922,159.7797426952,0.004104634,12.2002777778
N.Delta,1966,12,58282.1630859375,151.3812474838,0.0025973855,9.0075716846
N.Delta,1967,1,62835.7153320312,151.3846209067,0.002409213,9.1132616487
N.Delta,1967,2,25358.4458007812,174.6840892516,0.006888596,10.4712797619
N.Delta,1967,3,53781.5473632813,662.8894100476,0.012325592,13.9054659498
N.Delta,1967,4,26653.720703125,362.2447846656,0.0135907774,17.1265740741
N.Delta,1967,5,23762.3720703125,3022.6147536524,0.1272017265,18.985483871
N.Delta,1967,6,15048.3034667969,4892.8625696924,0.3251437998,22.2975
N.Delta,1967,7,11691.9370117188,5310.1297355059,0.4541702312,24.5157706093
N.Delta,1967,8,8489.5244140625,5577.1494482748,0.6569448624,24.5716845878
N.Delta,1967,9,8344.0703125,2625.9184423965,0.3147047357,21.9147685185
N.Delta,1967,10,7890.9924316406,1932.694051883,0.2449240788,16.7340053763
N.Delta,1967,11,10526.6533203125,412.5358021897,0.0391896446,11.7737962963
N.Delta,1967,12,17332.7277832031,152.7069454814,0.0088103239,7.6403673835
N.Delta,1968,1,18411.4437866211,159.8332635032,0.0086811912,7.0116039427
N.Delta,1968,2,23780.2377929687,194.7907203343,0.0081912856,11.3954980843
N.Delta,1968,3,23469.9390869141,746.9041074147,0.0318238622,16.3905017921
N.Delta,1968,4,20162.4677734375,2843.8169097003,0.1410450815,17.9769907407
N.Delta,1968,5,16858.5739746094,2251.1354311893,0.133530596,21.1542114695
N.Delta,1968,6,10792.9245605469,5955.2699984455,0.5517753752,23.0914351852
N.Delta,1968,7,9245.5627441406,6170.5595344272,0.6674076749,24.3351702509
N.Delta,1968,8,7537.8518066406,5217.4261205896,0.6921635307,24.2192204301
N.Delta,1968,9,6804.6378173828,3115.5390736617,0.4578552389,21.4381481481
N.Delta,1968,10,8724.0233154297,216.8690899316,0.0248588389,16.5039426523
N.Delta,1968,11,18292.45835495,176.3579218271,0.0096410181,11.5708796296
N.Delta,1968,12,15849.9547119141,154.0309412575,0.0097180682,7.3133064516
N.Delta,1969,1,65559.9243164063,154.0309412575,0.002349468,8.2950268817
N.Delta,1969,2,119373.361328125,154.0279145937,0.0012903039,10.9329861111
N.Delta,1969,3,52118.1333007813,154.7670308536,0.0029695429,13.74390681
N.Delta,1969,4,38954.5517578125,816.5633241901,0.0209619489,15.3062037037
N.Delta,1969,5,27551.5869140625,3752.8828222721,0.1362129461,15.069937276
N.Delta,1969,6,16710.0190429688,6284.0093329667,0.3760623681,22.6271759259
N.Delta,1969,7,12934.0424804688,5847.2763704482,0.4520842095,22.5987903226
N.Delta,1969,8,9337.70703125,4782.0063165647,0.5121178358,19.7993727599
N.Delta,1969,9,7443.2606201172,3703.8032955787,0.4976049455,19.0264814815
N.Delta,1969,10,9095.6257324219,1445.5773875639,0.1589310543,16.2063620072
N.Delta,1969,11,51083.6433105469,178.1204279382,0.0034868388,11.74125
N.Delta,1969,12,92779.2690429687,155.3511409635,0.0016744165,9.4285842294
N.Delta,1970,1,113997.358398438,155.3511409635,0.0013627609,9.1399641577
N.Delta,1970,2,63556.7778320312,170.538085698,0.00268324,10.0959821429
N.Delta,1970,3,128987.9375,178.0540975908,0.0013803934,12.1024193548
N.Delta,1970,4,48621.8564453125,755.9696346692,0.0155479385,17.1229166667
N.Delta,1970,5,40615.2158203125,3343.6323113173,0.0823246225,15.1057795699
N.Delta,1970,6,16465.3173828125,5193.6257996466,0.3154282228,22.2131481481
N.Delta,1970,7,12313.361328125,4349.1626908984,0.3532067788,24.6025985663
N.Delta,1970,8,8875.2788085938,5638.5559502081,0.6353102896,21.1154569892
N.Delta,1970,9,7899.6121826172,3692.3882322829,0.4674138612,19.3141666667
N.Delta,1970,10,10643.50390625,2099.4982116734,0.1972563011,16.7580197133
N.Delta,1970,11,12992.29296875,230.4474261124,0.0177372406,11.73375
N.Delta,1970,12,17043.8781738281,160.3587313094,0.0094085823,7.8658602151
N.Delta,1971,1,13532.2774200439,193.6303881909,0.0143087806,8.3995967742
N.Delta,1971,2,47547.0854492187,151.3668706588,0.0031835152,10.6149801587
N.Delta,1971,3,102668.694335938,156.7042315425,0.0015263098,13.0511648746
N.Delta,1971,4,45617.2001953125,307.2510556398,0.0067354212,16.0598611111
N.Delta,1971,5,47062.2817382812,3319.0965614391,0.0705256192,16.0339605735
N.Delta,1971,6,20597.3902587891,5298.8760360805,0.2572595834,17.465462963
N.Delta,1971,7,13340.1571044922,5509.2424612726,0.4129818276,19.9316756272
N.Delta,1971,8,9306.8708496094,4369.7879379578,0.4695227868,19.360797491
N.Delta,1971,9,8010.3227539063,3804.4746530484,0.4749464872,18.991712963
N.Delta,1971,10,17976.8958740234,887.0532245057,0.0493440709,15.7999103943
N.Delta,1971,11,13447.943359375,278.7657896302,0.0207292507,11.7293055556
N.Delta,1971,12,10659.8220214844,363.6414924392,0.0341132799,8.6810483871
N.Delta,1972,1,10100.6134033203,554.030949906,0.0548512182,8.5691308244
N.Delta,1972,2,11803.376953125,1633.8226730773,0.1384199352,11.5508141762
N.Delta,1972,3,12945.7549438477,727.4386741604,0.0561912903,15.185125448
N.Delta,1972,4,13518.2604980469,2720.1554442256,0.2012208187,16.9479166667
N.Delta,1972,5,9688.6973266602,4237.6596649738,0.4373817782,21.5959229391
N.Delta,1972,6,7746.9688110352,5026.1838866355,0.6487936132,23.3581018519
N.Delta,1972,7,7660.7915039063,5975.6114891994,0.7800253389,24.6702956989
N.Delta,1972,8,7162.9296875,3892.6074852152,0.5434379025,22.5562275986
N.Delta,1972,9,6425.9211425781,3763.0259722744,0.5856010195,21.6084722222
N.Delta,1972,10,7778.0544433594,456.8641918312,0.0587375924,17.9913530466
N.Delta,1972,11,7062.2158203125,267.2477308871,0.0378419094,13.5588888889
N.Delta,1972,12,5898.6593017578,206.9339853806,0.0350815287,9.0511200717
N.Delta,1973,1,10836.0908203125,193.4797842469,0.0178551276,8.300672043
N.Delta,1973,2,8896.0700073242,759.0700243864,0.0853264446,12.3135912698
N.Delta,1973,3,9692.794128418,1835.0625408282,0.1893223478,14.5169802867
N.Delta,1973,4,10188.0629882813,1724.6303111876,0.1692795101,20.0874537037
N.Delta,1973,5,9363.1964111328,2181.2226767394,0.2329570566,19.2841845878
N.Delta,1973,6,5602.982421875,5331.9970287875,0.951635509,24.1315277778
N.Delta,1973,7,7862.4548339844,6006.7795590635,0.763982711,25.2288978495
N.Delta,1973,8,9255.4411621094,5677.7168764018,0.61344638,24.5117831541
N.Delta,1973,9,12003.5151367188,1968.4691187727,0.1639910556,22.4887037037
N.Delta,1973,10,6698.7111816406,1442.766356933,0.2153796929,19.8150537634
N.Delta,1973,11,7948.4831542969,305.7676715782,0.0384686821,13.4509259259
N.Delta,1973,12,15609.5220947266,160.6077471108,0.010289088,9.9034498208
N.Delta,1974,1,90943.4448242187,160.6077471108,0.0017660179,8.7599462366
N.Delta,1974,2,63726.4248046875,160.6050649904,0.0025202271,10.2165178571
N.Delta,1974,3,93828.091796875,168.4305082856,0.0017950968,11.0370519713
N.Delta,1974,4,70771.998046875,744.6893263046,0.0105223725,13.1972685185
N.Delta,1974,5,59360.26171875,2756.9631771224,0.0464445927,13.7990591398
N.Delta,1974,6,22284.4874267578,5374.1083614864,0.2411591642,16.1390740741
N.Delta,1974,7,13053.0690917969,5212.0233085499,0.3992948533,20.1724910394
N.Delta,1974,8,9475.9990234375,5550.925591059,0.5857879024,20.0460125448
N.Delta,1974,9,8988.2727050781,2842.8347597314,0.3162826555,17.6437037037
N.Delta,1974,10,9641.6901855469,2101.6115874333,0.2179712838,17.7187275986
N.Delta,1974,11,13632.6339111328,346.6379883705,0.0254270738,11.6020833333
N.Delta,1974,12,9605.3754882813,209.2841288965,0.0217882298,7.7152329749
N.Delta,1975,1,26580.3195800781,161.9139248163,0.0060914965,8.1991039427
N.Delta,1975,2,45977.5068359375,156.3316991594,0.0034001778,10.473859127
